idx,true,text,length,bow,llm_only,singh,webrag
808,Normal,"Agent: Hello? Caller: Hi. This is [NAME] from [ORG]. Caller: And I'm calling about your recent request for the health insurance quotes. Caller: Will this be an individual or a family plan? Agent: Oh, [curious] okay. Um, hi [NAME]. Oh, [confused] um, the health insurance quotes, right. Yeah.  Well, it would be an individual plan, I think. For me. Caller: Yes, sir. Agent: myself. Caller: Alright. Ok",Fraud,Normal,Fraud,Normal,Fraud
809,Normal,"Agent: Hello? Caller: Hi, miss [NAME]. This is [NAME]. I'm calling on a recorded line from [ORG] You submitted your information online about protecting your home on [ADDRESS] with a home warranty. We're here covering all the major systems and appliance I can get you some more information on how it works okay. Agent: Oh, [curious] [NAME]? Is that what you said? My name is [NAME]. But yes, I did fil",Fraud,Normal,Fraud,Fraud,Fraud
810,Normal,"Agent: Hello? Caller: Hi. This is [NAME] with [ORG]. Uh, I'm calling from [ORG]. Uh, am I speaking with [NAME]? Agent: Uh, it's [NAME]. E-D-N-A. But yes, [calm] that's me. What can I do for you, dear? Caller: Yes, ma'am. I'm calling because, uh, you responded to, uh, life insurance request that you submitted. And so I wanted to, uh, review that with you quickly. Um, that way we can, um, get you se",Fraud,Normal,Fraud,Normal,Fraud
811,Normal,"Agent: Hello? Caller: This is [ORG]. We're calling about your auto insurance quote request. Please stay on the line, and we'll connect you with a representative now. This call may be monitored or recorded. Agent: [confused] My auto insurance quote? Oh, uh, yeah. Okay. Caller: Thank you for calling [ORG], America's number one choice for affordable quality coverage no matter your insurance needs. Th",Fraud,Normal,Fraud,Fraud,Fraud
812,Normal,"Agent: Hello? Caller: Hi. Is this [NAME]? Agent: Yes, [calm] this is [NAME]. [curious] Who's calling, please? Caller: Uh, Hi. Hi, missus hi, missus [NAME]. I'm [NAME]. With the [ORG] in [ADDRESS]. Agent: Oh, [calm] okay. And what can I, [curious] what can I do for you, [NAME]? Caller: How are you? Agent: I'm doing fine, [calm] thank you. [curious] What can I do for you, [NAME]? Caller: Can you hea",Fraud,Normal,Fraud,Fraud,Fraud
813,Normal,"Agent: Hello? Caller: Hi, [NAME]. This is [NAME] calling on a recorded line from [ORG]. It looks like you had submitted your information in online about protecting your home on [ADDRESS] with a home warranty. We are covering all the major systems and appliances, I'll get you more information on how it works. Okay? Agent: Oh, [surprised] [ORG]? Yes, I think I did look into something like that recen",Fraud,Normal,Fraud,Fraud,Fraud
814,Normal,"Agent: Hello? Caller: Hello, [NAME]? Agent: Yes, [calm] this is [NAME]. Who's calling, dear? Caller: This is [NAME]. We spoke yesterday. I'm calling you back. Agent: Oh, [calm] [NAME], yes. [confused] I get so many calls these days, you know. What were we talking about again? Caller: Uh, home warranty. Agent: Oh, [calm] the home warranty, right. Yes, [NAME] used to handle all that. [curious] What ",Fraud,Normal,Fraud,Fraud,Fraud
815,Normal,"Agent: Hello? Caller: Hello, [NAME]? Agent: Yes, [curious] that's me. Who's calling, please? Caller: Hi. This is [NAME] from [ORG]. You did show interest in getting the home warranty list. Agent: Oh, [surprised] a home warranty? Yes, I suppose I did, didn't I? [NAME] used to handle all that, you know. [curious] What kind of warranty is this? Caller: Okay. Caller: This is [ORG] for the home applian",Fraud,Normal,Fraud,Fraud,Fraud
816,Fraud,"Agent: Hello? Caller: Hello? Agent: Oh, hello there. [curious] Who's this now? Caller: Hello. Am I speaking with [NAME]? Agent: Aye, that's me. [NAME]. [curious] Who's calling, if you don't mind me asking? Caller: Hello, [NAME]. Caller: Yes. This is [NAME] from [ORG] calling you for the inquiry that you submit to get assistance with your debt. Agent: [confused] [NAME]? No, no, it's [NAME]. [NAME].",Fraud,Fraud,Fraud,Normal,Fraud
817,Normal,"Agent: Hello? Caller: This is [ORG]. We're calling about your insurance quote request. Please stay on the line, and we'll connect you with a representative now. This call may be monitored or recorded. Agent: [curious] Oh, my insurance quote request, is it? Right. Caller: Hello. Thank you for taking my call. My name is [NAME], uh, following up on that quote that you request online. Caller: Do you h",Fraud,Normal,Normal,Normal,Normal
818,Normal,"Agent: Hello? Caller: May I please speak to miss [NAME]? Agent: This is [NAME]. [curious] Who's calling, dear? Caller: Oh, hi, ma'am. I am [NAME] from [ORG]. And but by the way, ma'am, before I proceed, I just want to let you know this call is being recorded for quality and training purposes. Um, we're calling regarding the online inquiry we received regarding a Caller: medical supply uh, testing ",Fraud,Normal,Fraud,Normal,Fraud
819,Fraud,"Agent: Hello? Caller: Hi. This is [NAME]. Agent: [NAME]? [curious] Yes, how can I help you? Caller: This is [NAME]. Caller: This is [NAME] with [ORG] on a recorded line. How are you doing today? Agent: [NAME]. [curious] Okay, [NAME]. How can I help you today? [NAME]. [calm] I am good, thank you. And you? Caller: Yes. Agent: Okay. Caller: Good. Good. Thank you. Thank you for asking. So it looks lik",Fraud,Fraud,Fraud,Fraud,Fraud
820,Normal,"Agent: Hello? Caller: Recorded line. Agent: Oh. [confused] Alright. Um, who's this, please? Caller: Hello? This is [NAME] from [ORG] on a recorded line. We were reaching out to let you know that you may be qualified to speak with our team about [ORG] benefits and savings. Would you be interested in going over that this morning? Agent: Oh, [curious] [ORG] benefits, you say? Well, I suppose I could.",Fraud,Normal,Fraud,Fraud,Fraud
821,Fraud,"Agent: Hello? Caller: Hi. Is [NAME] there, please? Agent: Yeah, this is [NAME]. [curious] Who's this? Caller: Hi, [NAME]. This this is [NAME] at [ORG] on a recorded line. How are you? Agent: Oh, hey [NAME]. [nervous] Um, I'm okay. What's up? Caller: Well, I'm just giving you a callback. You're on our website looking for some help some debt that you might have. Is that correct? Agent: Oh, [confused",Fraud,Fraud,Fraud,Fraud,Fraud
822,Normal,"Agent: Hello? Caller: This is [NAME] with [ORG]. I'm following up on the auto insurance quote you requested. Caller: You have a quick moment to discuss your quotes? Agent: Oh, [curious] the auto insurance quote, yeah. Oh, [curious] the auto insurance quote, yes. I do have a moment, um, what did you find? Caller: Awesome. Quick note. Caller: This call uses AI and will be recorded. Let's get started",Fraud,Normal,Normal,Normal,Normal
823,Fraud,"Agent: Hello? Caller: Hi. Is this [NAME]? Agent: Yes, this is [NAME]. [curious] How can I help you? Caller: This is [NAME] with [ORG]. How are you today? Agent: I'm good, thank you. [calm] How can I help you? Caller: I was following up on our discussion from Friday or from Thursday. Do you remember talking to me? Agent: Hmm. [confused] On Thursday... I — I don't recall, actually. What was it about",Fraud,Fraud,Fraud,Fraud,Fraud
824,Normal,"Agent: Hello? Caller: Hi. Good morning. This is [NAME] from [ORG] calling back on a recorded line. [NAME]? Agent: Oh, good morning. [confused] [NAME]? Is that what you said? Caller: Hi. Caller: [NAME]? Agent: My name's [NAME]. E-D-N-A. Did you have the right number, dear? Yes, it's [NAME]. [calm] That's me. What can I help you with, dear? Caller: Hi. Hi. It looks like we got a request for a callba",Fraud,Fraud,Fraud,Fraud,Fraud
825,Fraud,"Agent: Hello? Caller: Hello? Agent: Yes, hello? [curious] Who's calling, please? Caller: My name is [NAME]. Who's this? Agent: This is [NAME]. [confused] Did you dial the wrong number, dear? I don't know any [NAME]. Caller: Hi, [NAME]. Uh, yes. Uh, I dialed the number correctly. Uh, [NAME] called uh, to get some insure or information about a policy. Caller: On, uh, from [ORG]. Agent: Oh, [surprise",Fraud,Fraud,Fraud,Fraud,Fraud
826,Fraud,"Agent: Hello? Caller: Hey. How are you doing? This is [NAME] with [ORG]. Agent: Oh, [confused] [ORG]. Hmm. I don't think I know you, dear. What is this about? Caller: Mhmm. Yeah. I'm following up regarding an inquiry. Agent: An inquiry? [curious] What kind of inquiry would that be? I don't recall... Caller: Someone put in yeah. Agent: Someone put in an inquiry? [confused] For me? I don't recall...",Fraud,Fraud,Fraud,Fraud,Fraud
827,Fraud,"Agent: Hello? Caller: Hello? Agent: Ah, hello there! [curious] Who's this now? Caller: Yeah. Is this [NAME]? Agent: It is, yeah. [NAME], that's me. [curious] And who am I speaking with? Caller: Hey, [NAME]. This is [NAME]. I'm on a recorded line. How are you today? Agent: [NAME], is it? [calm] Grand, grand, can't complain, me boy. Just finished me tea. And yourself? What can I do for ya? Caller: I",Fraud,Fraud,Fraud,Fraud,Fraud
828,Normal,"Agent: Hello? Caller: Hi. This is [NAME]. I was calling for [NAME] about a request for a free windows estimate. Agent: Oh, [surprised] a free window estimate? Yes, I think I did, um, sign up for something like that. [curious] What kind of windows are we talking about? Caller: It depends on what you choose. Like, they come out and they do the estimate, and everything depends on what you choose. Lik",Fraud,Normal,Fraud,Normal,Fraud
829,Normal,"Agent: Hello? Caller: Hi. This is [NAME] from [ORG]. Agent: Oh, [curious] [ORG]? Well, I suppose I have insurance. [confused] What's this regarding, dear? Caller: Oh, okay. For the car insurance quote that you that you fill out in our system, ma'am, Oh, but we talked last week. You wanted to bundle your car your two twenty eighteen Toyota Camry with your home, but we cannot find any company that A",Fraud,Normal,Fraud,Normal,Fraud
830,Normal,"Agent: Hello? Caller: Hi, [NAME]? Agent: Yes, this is [NAME]. [curious] Who's calling, please? Caller: Hi. Hi, [NAME]. My name is [NAME]. I'm calling with [ORG]. The home warranty company. How are you today? Agent: Oh, [calm] [NAME]. [ORG]. Yes, I think I remember seeing something about that. [curious] What can I do for you? Caller: Yes. Well, I'm I'm hoping maybe that I might be able to, uh, help",Fraud,Normal,Fraud,Normal,Fraud
831,Normal,"Agent: Hello? Caller: Yes. Hi. My name is [NAME]. I'm calling from [ORG] on a recorded line. We are just following up to schedule the solar consultation with one of our experts real quick. Caller: Uh, is this [NAME]? Agent: Oh, [curious] a solar consultation? I don't recall signing up for that. Oh, [confused] a solar consultation? Um, yes, this is [NAME]. I don't recall setting that up, dear. What",Fraud,Normal,Normal,Normal,Normal
832,Normal,"Agent: Hello? Caller: Four? Hi. This is [NAME] calling from I'm calling for miss [NAME]. Agent: Oh, [calm] yes, this is [NAME]. What can I do for you, dear? Caller: Uh, I I received a quote. I'd like to know what you were looking for. Agent: A quote? [confused] Oh, um, I don't quite recall. [curious] What kind of quote are you talking about? Caller: Yeah. Request for a quote. Agent: Oh, [confused]",Fraud,Normal,Fraud,Fraud,Fraud
833,Normal,"Agent: Hello? Caller: Hi. This is [NAME] from [ORG]. I'm calling about your recent request for health insurance quotes Caller: Will this be individual plan or a family plan? Agent: Oh, yes, [calm] the health insurance quotes. Oh, [confused] a request for... health insurance quotes? Well, I mean, I suppose it would be for a family plan, um, for me and [NAME]. Caller: Hello? Alright. Caller: For you",Fraud,Normal,Fraud,Fraud,Fraud
834,Fraud,"Agent: Hello? Caller: Hello? Agent: Yes, hello? [curious] Who's calling, please? Caller: Hi. Is this hi. Is this is this miss [NAME]? Agent: Yes, this is [NAME]. [curious] Who's calling, dear? Caller: Yes. Caller: Hi. This is [NAME] at the [ORG]. Agent: Oh, [curious] the [ORG]? What can I do for you, dear? Caller: Uh, do you remember contacting me? Agent: [confused] Contacting you? Hmm. I don't — ",Fraud,Fraud,Fraud,Fraud,Fraud
835,Fraud,"Agent: Hello? Caller: Hi. My name is [NAME], and I'm a certified debt specialist with [ORG]. We're on a recorded line. I'm trying to get in touch with [NAME], please. Agent: Yes, this is [NAME]. [calm] What can I do for you, [NAME]? Caller: [NAME], I we've, um, I work for [ORG]. We received an inquiry that you inquired about our services. Do you still have interest in the programs? Agent: Oh, [con",Fraud,Fraud,Fraud,Fraud,Fraud
836,Fraud,"Agent: Hello? Caller: Hi, [NAME]. This is [NAME] with [ORG]. How are you doing this morning? Agent: Ah, [NAME], love. [curious] [ORG], is it? I'm grand, thanks. Just having me tea here. And yourself? Caller: Correct. I'm doing well. Thank you. Um, is this a good time to talk? I received a request for help with the tax issue. Caller: And I just wanted to make sure that I had some time to talk with ",Fraud,Fraud,Fraud,Normal,Fraud
837,Normal,"Agent: Hello? Caller: Hi, [NAME]. This is [NAME] calling on a recorded line from [ORG]. We spoke to you recently about coverage on your Chevy Volt. Caller: We found some better pricing options, uh, and wanted to update you with real quick. Caller: Is everything still running okay on the vehicle? Agent: [NAME]? [confused] Ah, no, [uncertain] this is [NAME], love. [NAME]. You must have the wrong num",Fraud,Normal,Normal,Normal,Normal
838,Fraud,"Agent: Hello? Caller: Hey. How's it going? [NAME] here at [ORG]. Just reaching out for [NAME]. Agent: Oh, [calm] hello [NAME]. [NAME] here. Going, um, going just fine, I suppose. [curious] What can I do for you, dear? Caller: Okay. Agent: What was that, dear? [confused] I didn't quite catch it. Caller: Well, you inquired for about seventeen thousand. Five hundred, and just trying to see Caller: if",Fraud,Fraud,Fraud,Fraud,Fraud
839,Normal,"Agent: Hello? Caller: Hi. May I please speak to [NAME]? Agent: [confused] Uh, yeah, this is [NAME]. What's this about? Caller: This is [NAME] from [ORG]. Agent: Okay, [curious] [NAME]. What can I do for you? Caller: We had received a request for a home insurance quote online. Agent: Oh, right, [curious] yeah. I think I did that, uh, last week. So what's up? Caller: So what I so what I would like t",Fraud,Normal,Fraud,Normal,Fraud
840,Normal,"Agent: Hello? Caller: Hey. This is [NAME] from [ORG]. Caller: Am I speaking with [NAME]? Agent: [ORG], [curious] is it? Ah, you are. [curious] This is [NAME]. Who's this now? Caller: Hey, [NAME]. I'm [NAME] with [ORG]. I'm following up on a form you submitted looking for some health insurance info. Just need to grab a few quick details to get you connected with a licensed agent. Agent: Oh, right, ",Fraud,Normal,Fraud,Fraud,Fraud
841,Fraud,"Agent: Hello? Caller: Hi. This is [NAME] with [ORG]. You had an inquiry online. Caller: I'm following up on. Agent: Oh, [curious] the tax thing? Yeah, I think I did, like, a while ago. Oh, [curious] yeah, the — the tax thing. Right. Caller: Correct. Did you need some assistance? Agent: Uh, yeah, I mean, [uncertain] I guess so. What's up with it? Caller: Okay. We're not the [ORG]. We're a tax resol",Fraud,Fraud,Normal,Normal,Fraud
842,Normal,"Agent: Hello? Caller: Yeah. Hi. I'm [NAME] with [ORG] I'm calling you for the assurance interest to get home warranty and we are running a flight sale today in your area. Caller: Can I have a moment from your time to fill you up pocket? Agent: Oh, [curious] a home warranty, you say? I think I might have filled out something about that, you know. What kind of sale is it? Oh, [curious] a home warran",Fraud,Normal,Fraud,Fraud,Fraud
843,Normal,"Agent: Hello? Caller: Hello. My name is [NAME] from [ORG] speaking on a recorded line. Am I speaking to miss [NAME]? Agent: Yes, [calm] this is [NAME]. [curious] What can I help you with, dear? Caller: Well, we're reaching out because it looks like you qualified to speak with one of our licensed agents about [ORG] savings and benefits. Agent: [ORG] savings, [hopeful] you say? Oh, [long pause] that",Fraud,Normal,Fraud,Normal,Fraud
844,Fraud,"Agent: Hello? Caller: Hello, [NAME]? Agent: Yes, [curious] that's me. Caller: Hello? Agent: Yes, [curious] I can hear you. Is this about my — my utilities? Caller: Hi. Good afternoon. This is [NAME]. From [ORG] on a recorded line. How are you doing? Agent: I'm good, thank you. [calm] How are you, [NAME]? Caller: I am doing very good. Thank you for asking. Um, [NAME], I'm following up on an active ",Fraud,Fraud,Fraud,Fraud,Fraud
845,Normal,"Agent: Hello? Caller: [NAME] with [ORG] on a monitored and recorded line. Is this [NAME]? Agent: Uh, yeah, [confused] this is [NAME]. What's up? Caller: Hey, sir. Uh, this is [ORG]. Just responding to request for a life insurance quote. Agent: Oh, [confused] a life insurance quote? Yeah, I mean, I guess. I was just, uh, like, looking into stuff, you know? What's, uh, what's this about exactly? Cal",Fraud,Normal,Fraud,Fraud,Fraud
846,Fraud,"Agent: Hello? Caller: Hi there. I'm [NAME] with the [ORG]. We are doing a routine check on unclosed accident files today, and I'm calling about a pending compensation claim that was never finalized. I hope your day is going well so far. Agent: Oh, [confused] unclosed accident files? Goodness. [curious] What claim would that be, dear? I'm not sure I follow. Caller: It looks like the compensation on",Fraud,Fraud,Fraud,Fraud,Fraud
847,Normal,"Agent: Hello? Caller: Yes. Hi. Caller: Good afternoon, miss [NAME]. How are you? Agent: Yes, hello, [curious] who's calling please? I'm fine, thank you. [curious] Who is this? Caller: That that's great to hear. Well, my name is [NAME], I'm calling you from [ORG]. I'm a customer service representative. Caller: First of all, I just wanna start up by saying that this call should only take one to two ",Fraud,Normal,Fraud,Fraud,Fraud
848,Normal,"Agent: Hello? Caller: Hey, [NAME]? Agent: [curious] Yes, who's this? Caller: Hello? Caller: Hey, [NAME]. I just had a couple seconds to get back to you. Uh, this is just [NAME] with the [ORG] department. I'm a licensed sales agent on a recorded line. Now it it looks like you put in some info about possibly looking for personalized [ORG] quotes. Caller: I guess, to make sure you don't have any big ",Fraud,Normal,Fraud,Fraud,Fraud
849,Fraud,"Agent: Hello? Caller: Hello? Hello, [NAME]. This is [ORG] Agent: Oh, hey! [curious] What's up? Caller: Yes. You have won the fifty thousand dollar sweepstakes Agent: Wait, really? [surprised] Oh my gosh, the sweepstakes! I totally forgot I even entered that. That's crazy! Caller: [NAME], shall I deposit your cash that you have now received Caller: from the lottery? Agent: Yeah, that's right! [hope",Fraud,Fraud,Fraud,Fraud,Fraud
850,Normal,"Agent: Hello? Caller: Hello. Yes. Is this miss [NAME]? Agent: Yes, this is [NAME]. [curious] Who's calling, please? Caller: Hi. Yes. This is [NAME] with [ORG]. Uh, looks like you were speaking with [NAME] earlier. [NAME] for your [ORG] to help with, like, additional meals and transportation and things like that? Agent: Oh, [confused] [NAME]? I don't... I don't recall speaking to a [NAME]. [curious",Fraud,Normal,Fraud,Fraud,Fraud
851,Normal,"Agent: Hello? Caller: Hi. Am I speaking with [NAME]? Agent: Yeah, [curious] that's me. Caller: Hello? Miss [NAME] or [NAME]? Agent: Oh, sorry! [nervous] Yeah, it's [NAME] [NAME]. Caller: Are you real life or are you a robot? Agent: What? [confused] Yeah, it's me, [NAME]. Who is this? Caller: Um, my name is [NAME] [NAME]. Agent: Okay, [NAME]. [curious] What can I help you with? Caller: I'm calling ",Fraud,Normal,Fraud,Fraud,Fraud
852,Normal,"Agent: Hello? Caller: Hi, [NAME]. Hi. Is this [NAME]? Agent: [calm] Yes, this is [NAME]. Who's calling, dear? Caller: [NAME], are you there? Caller: Hi. Caller: Hi. This is [NAME]. I'm with insurance. I was giving you a call because you were on our website looking for health insurance coverage. Caller: What had you shopping for the, uh, new coverage? Did you lose the plan, or are you just looking ",Fraud,Normal,Fraud,Normal,Fraud
853,Fraud,"Agent: Hello? Caller: Hello. Am am I speaking to miss, uh, [NAME]? Agent: Yes, [calm] this is [NAME]. Who's calling, please? Caller: Hello? Agent: Hello? [confused] Can you hear me, dear? I said, this is [NAME]. Who is this? Caller: Sure. This is [NAME] with yeah, this is [NAME] with [ORG] here on a recorded line. Uh, we had a callback scheduled for you at this time. Is it still a good time for yo",Fraud,Fraud,Fraud,Fraud,Fraud
854,Normal,"Agent: Hello? Caller: Yes. Good afternoon. This is [NAME]. Hello? Agent: Yes, [calm] this is [NAME]. Who's calling, dear? Caller: And good afternoon, ma'am. This is [NAME] calling from [ORG]. I'm actually following up Uh, we received an online request form for additional information. I was calling you back to see how we can be of help or answer any questions that you may have. Uh, were you trying ",Fraud,Normal,Fraud,Fraud,Fraud
855,Fraud,"Agent: Hello? Caller: Hey. My name is [NAME]. I'm an agent here at [ORG] Caller: calling on a recorded line. Is this mister [NAME]? Agent: [confused] [ORG]? Oh, hey [NAME]. Uh, yeah, this is [NAME]. [curious] What's up, [NAME]? Caller: Hey. Um, and my producer number is two zero one three five three two seven. And what has you interested in that pot today? Agent: The — the what now? [confused] Wha",Fraud,Fraud,Fraud,Fraud,Fraud
856,Fraud,"Agent: Hello? Caller: Good afternoon. My name is [NAME]. I'm gonna be your licensed health insurance agent assisting you today. Caller: Are you looking to purchase a health insurance policy for yourself or for you and the family? Agent: Okay. [curious] Um, what's this about? Oh, [curious] okay. Um, I was just looking for myself, yeah. Caller: Alright. Sounds good. So over your TMTL for licensed an",Fraud,Normal,Fraud,Fraud,Fraud
857,Fraud,"Agent: Hello? Caller: Hello, miss [NAME]? Agent: Yes, [curious] that's me. Who's calling, dear? Caller: This is [NAME]. Agent: [NAME]? [confused] [NAME] who? I don't think I know a [NAME]. Caller: We spoke last week. Agent: Oh, [confused] did we? Goodness, my memory isn't what it used to be. What was it we talked about, dear? Caller: You had do you remember me now? Agent: Well, um, [confused] I ta",Fraud,Fraud,Fraud,Fraud,Fraud
858,Normal,"Agent: Hello? Caller: Hello. My name is [NAME]. I'm calling on behalf of [ORG] on a recorded line. How are you doing this morning? Agent: Oh, [calm] well, I'm doing just fine, thank you. [curious] And what was this call about again, dear? Caller: Hello? Agent: Oh, [calm] well, I'm doing just fine, thank you. [curious] And what can I do for you, [NAME]? Caller: Hi. I'm calling because you expressed",Fraud,Normal,Fraud,Normal,Fraud
859,Fraud,"Agent: Hello? Caller: Hello. Agent: Oh, hello there. [curious] Who is this, please? Caller: This call will be recorded. Agent: Oh. [calm] All right. [curious] And who am I speaking with? Caller: Hi. Yes. Um, Caller: I'm sorry. What did you say? Agent: [curious] Who's this? Oh, no, no. [calm] I was just, um, asking who this was. [curious] I didn't catch your name, dear. Caller: Yes. This is [NAME].",Fraud,Fraud,Fraud,Fraud,Fraud
860,Normal,"Agent: Hello? Caller: Hello, [NAME]? Agent: Yeah, [curious] who's this? Caller: Hey, [NAME]. My name is [NAME], and I'm following up on your health insurance request. Caller: Uh, were you looking for just a cell phone for the family as well? Agent: Oh, okay, [confused] yeah. I mean, I don't remember making a request, but... what's up? Oh, [confused] my health insurance request? Um, I don't remembe",Fraud,Normal,Fraud,Normal,Fraud
861,Normal,"Agent: Hello? Caller: Hello. Is this [NAME]? Agent: Yes, [calm] this is [NAME]. Who's calling, please? Caller: [NAME], my name is [NAME]. I'm a, um, agent for [ORG] licensed in Florida. Caller: I received your information Did you have any questions, um, or you wanted information about [ORG] or [ORG] plans? Agent: Oh, [curious] an agent for [ORG]? What's this about, dear? Oh, [curious] [ORG]? Yes, ",Fraud,Normal,Fraud,Normal,Fraud
862,Fraud,"Agent: Hello? Caller: Hi, sir. This is [NAME] with [ORG]. Agent: [ORG]? [curious] Okay, yes. How can I help you? Caller: Mhmm. Yeah. This is regarding your application with uh, [ORG]. Um, we're able to the requirements. Agent: Oh, the [ORG], [nervous] yes, yes. I remember. What about it? Is there a problem? Caller: This is [NAME] with [ORG] again. I believe you are, um, you already got approved by",Fraud,Fraud,Fraud,Fraud,Fraud
863,Fraud,"Agent: Hello? Caller: Yes. [NAME]. Agent: Oh, [curious] yes, that's me. Who's calling, dear? Caller: This is [NAME]. This [ORG] on a recorded line. I'm calling regarding the inquiry you placed to get some help with your debt. Agent: Oh, [uncertain] the debt inquiry? Yes, I suppose I did do something like that. [curious] What can you tell me about it? Caller: Well, it really depends on what you're ",Fraud,Fraud,Fraud,Fraud,Fraud
864,Normal,"Agent: Hello? Caller: Hi. Good morning. Is this, um, [NAME]? Agent: Yes, this is [NAME]. [curious] Who's calling, please? Caller: Hi. Good morning. Okay. Hi, miss [NAME]. My name is [NAME] with [ORG]. On a recorded line. I've got some really great news for you today, miss [NAME]. Um, I'm basically calling because we're working with a pharmacy that helps people manage your medications by delivering",Fraud,Normal,Fraud,Normal,Fraud
865,Normal,"Agent: Hello? Caller: Hi, [NAME]. My name is [NAME]. Calling on a recorded line from [ORG]. It looks like you submitted your information online about protecting your home off of [ADDRESS] with a homeowner and recovering all the major systems and appliances. I'll get you more information on how it works. Okay? Agent: Oh, [calm] [ORG], yes. I think I did look at something like that online, you know.",Fraud,Normal,Fraud,Fraud,Fraud
866,Fraud,"Agent: Hello? Caller: Hello. This is [ORG] reaching out to you regarding your request for tax assistance. Agent: Oh, [confused] tax assistance? I don't recall... well, [uncertain] who did you say this was again? Caller: Hello? Yes. Agent: Yes, [confused] who did you say this was again? Caller: Uh, this is [ORG]. We're reaching out to you regarding your request for tax assistance. Are you currently",Fraud,Normal,Fraud,Fraud,Fraud
867,Fraud,"Agent: Hello? Caller: Hi. Is this [NAME]? Agent: Yeah, [curious] this is [NAME]. Caller: Hi, [NAME]. This is [NAME]. I'm calling you from North Carolina. Caller: That you were looking at some health insurance quotes. Would you like any help with that? Agent: Okay, [curious] [NAME]. What can I do for you? Oh, [surprised] the health insurance quotes, yeah! Um, I mean, I was, you know, just kinda loo",Fraud,Normal,Fraud,Fraud,Fraud
868,Fraud,"Agent: Hello? Caller: Good morning. This is [NAME] on a recorded line. Agent: [curious] Okay, [NAME], what's this about? Caller: What was that? Agent: [confused] I said, what's this about? You called me. Caller: Is there a Agent: [sighing] Look, I'm [NAME]. What do you need? Caller: let's see here. I had spoken to Agent: [impatient] Yeah, I'm [NAME]. What do you need? Caller: What was that? Agent:",Fraud,Fraud,Fraud,Fraud,Fraud
869,Fraud,"Agent: Hello? Caller: Hello. Am I speaking with [NAME]? Agent: Yes, [calm] this is [NAME]. Caller: Hi, [NAME]. This is [NAME] with [ORG] on a recorded line. How are you doing today? Agent: Oh, [calm] hello [NAME]. I'm doing alright, thank you. Caller: And just to confirm, are you in California? Agent: Oh, um, [confused] no, I'm in Oregon. Portland, Oregon. Caller: Okay. Could you give me the ZIP c",Fraud,Fraud,Fraud,Fraud,Fraud
870,Fraud,"Agent: Hello? Caller: Hello, [NAME]? Agent: Yeah, [uncertain] this is [NAME]. Caller: Hi. This is [NAME] from [ORG]. Agent: Oh, [nervous] okay. Um, what's this about? Caller: On a recorded line. Agent: Okay. [uncertain] Um, what's this about? Caller: Yes. Okay. [NAME], it seems to be that you show some interest online to consign consolidate a few online or credit, like credit cards and personal lo",Fraud,Fraud,Fraud,Fraud,Fraud
871,Normal,"Agent: Hello? Caller: Hi. I'm calling for [NAME] returning a request for information on our security system. Agent: Oh, [confused] the security system? Yeah, um, I guess so. What's up with that? Caller: Um, Yeah. I'm reaching out. I can help with getting a quote together for you. Agent: A quote, [curious] okay. Yeah, I was just— I was trying to get a new one set up, you know? The old one's kinda w",Fraud,Fraud,Fraud,Normal,Fraud
872,Normal,"Agent: Hello? Caller: Hello. Is this miss [NAME]? Agent: [calm] Yes, this is [NAME]. [curious] Who's calling, please? Caller: This is [NAME] calling from [ORG]. You had submitted a request looking for some information. Agent: [confused] Oh, a request? [long pause] I... I don't quite remember that. [curious] What kind of information was it for? Caller: Uh, looking for information on [ORG] supplemen",Fraud,Normal,Fraud,Normal,Fraud
873,Normal,"Agent: Hello? Caller: Hi. My name is [NAME]. I'm with [ORG]. Uh, is this [ORG]? Agent: It's [NAME]. E-D-N-A. [calm] That's me. [curious] What can I do for you, [NAME]? Caller: Was it is it Whitcomb? Caller: Yep. Caller: Yep. Agent: It's, um, [NAME], yes. [calm] That's me. [curious] What can I help you with, dear? [NAME], that's right. [curious] So what can I do for you, [NAME]? Whitcomb, that's ri",Fraud,Normal,Normal,Normal,Fraud
874,Fraud,"Agent: Hello? Caller: Hello, [NAME]? Agent: [curious] Yeah, that's me. Who's this? Caller: This is [NAME] with [ORG] on a recorded line. And this is regarding the insurance quote that you requested. So, [NAME], I just need to verify a few things you have submitted here. Okay? And just to confirm, you are interested in getting a quote. Agent: [confused] Oh, the insurance quote... yeah, I think I di",Fraud,Normal,Fraud,Fraud,Fraud
875,Fraud,"Agent: Hello? Caller: Hello? Caller: Yes. This is [NAME] calling regarding your unemployment through the [ORG]. Please answer yes or no Are you still unemployed? Agent: Yes, hello? [curious] Who is this, please? Oh, [confused] unemployment? Uh, yes. Yes, I am. Caller: Thank you. So since you are an American facing health difficulties, you can now qualify for a disability benefit of four thousand d",Fraud,Normal,Fraud,Fraud,Fraud
876,Normal,"Agent: Hello? Caller: This is [ORG]. We're calling about your auto insurance quote request. Please stay on the line, and we'll connect you with a representative now. This call may be monitored or recorded. Agent: Okay, [curious] I'm here. Caller: Thank you for calling [ORG] in Your [ORG] number one choice for affordable quality coverage no matter your insurance. Agent: Oh, [confused] is this for a",Fraud,Normal,Fraud,Fraud,Normal
