idx,true,text,length,bow
5424,Normal,자기야 자기는 자기 생일이나 결혼기념일 이럴 때 남편이 무슨 선물 해줘? 선물 같은 소리하고 있네. 나는 우리 집은 참 독특해. 애들도 그렇고 너무 자연스럽게 그~ 어떤 날에 대한 그걸 따로 막 이렇게 챙기고 쪼끔 엥겔지수가 높게 맨 먹는 거 위주로 주로 했지 선물이라는 것을 그렇게 딱히 뭐 이날이니까 뭘 하자 그래 본 기억이 그렇게 없어. 물론 나도 안 하고 그래서 이게 이렇게 되면 나중에 애들이 결혼하면 새삼스럽게 그~ 며느리든 사위든 뭔가가 하 한다고 그러면 어색할 거 같은 생각이 자연스럽게 들대. 주변 이렇게 보면 뭐 며느리가 뭐 생일 케이크 해 왔다 뭐 한다 뭐 이런 거 인제 프사에 올려놓고 막 이런 거 보면서 그렇지 않아도 그 얘기 했어. 그래서 아까 얘기했듯이 아들 생일이라고 아들 좋아하는 한우,Fraud,Normal
5425,Fraud,"automatic interruption of service in the next 30 to 45 minutes due to delinquent account status. If you find this to be an error or would like to stop the interruption, please press 1 to speak with the billing department. Otherwise, please press 2 to speak with the disconnections department. Thank you for choosing our services.",Fraud,Fraud
5426,Normal,아 지금까지 살아오시면서 제일 머리에 어~ 제일 좋았던 곳 아니면 뭐 제일 진짜 어 한 번 더 가보고 싶다 이런 곳 있으세요? 저는 기억에 남는 장소는 딱히는 없는데 한 번 더 가보고 싶은 곳은 어~ 베니스는 한 번 더 가보고 싶고요. 그때는 그냥 아무것도 모르고 간 상태래서 그냥 너무 대충 둘러보고. 그리고 식당도 그냥 보이는 곳만 들어가서 음~ 그냥 수박 겉핥기식으로 지나쳐 온 거 같아요. 그래서 베니스는 한 번 더 가보고 싶고. 그리고 피렌체란 곳도 있는데 거기가 너무 늦게 도착하는 바람에 많이 못 보고 와서 그것도 좀 아쉽기도 하고. 그래서 그 두 군데는 기회가 된다면 음~ 다시 한번 가보고 싶긴 합니다. 혹시 다녀오신 곳 중에 마찬가지로 한 번 더 가보고 싶은 곳이 있으실까요? 저는 일본의 홋카이도,Fraud,Normal
5427,Normal,혹시 키우고 계신 반려동물 있으신가요? 네. 키우고 있는 반려동물은 현재는 없고요. 10년을 키우다가 어~ 5년 전에 하늘나라로 보낸 몰티즈가 있어요. 그래서 그~ 몰티즈 생각이 나서 동네 산책을 같이 걷던 길을 갈 때면 꼭 생각이 나고요. 그리고 방송에서 이제 그~ 반려견이나 이런 거에 관한 프로가 나오면 저는 채널을 돌리곤 했었는데 지금 5년이 지난 뒤에도 지금도 그런 방송을 제대로 이제 시청을 할 수가 없을 정도로 그~ 후유증이 상당히 커요. 그래서 그~ 강아지를 키우던 거가 이제 10년을 이제 같이 가족보다 가족처럼 같이 지내다가 이제 이제 없어졌기 때문에 그런 상실감에 대해서 상당히 가족들이 우울증을 한동안 앓았던 기억이 있고요. 그리고 제가 이제 그때 당시 이제 여러 가지 이제 상황을 봐서 최고로,Fraud,Normal
5428,Normal,agent: hello this is harper valley national bank my name is jennifer how can i help you today caller: [noise] caller: [noise] caller: hi my name is james jones what are the local branch hours agent: the local branch hours are from nine thirty a m to five o'clock p m agent: is there anything else i can assist you with caller: nope that's gonna be it today agent: alright thank you for calling have a,Fraud,Normal
5429,Normal,조금 있으면 이랑 이랑 이랑 생일이잖아. 그래가지고 걔네 생일이 거의 다 비슷하니까 한꺼번에 선물을 주는 게 나을 거 같아서 계속 고민을 해봤는데 걔네가 뭘 좋아하는지 잘 모르지 않냐. 뭐 은 향수나 옷이나 책이나 그런 거 좋아하긴 하는데 작년에 내가 향수를 샀 선물로 주고 너는 옷 주고 그리고 책 같은 것도 걔 스스로 되게 많이 사가지고 선물을 줄 게 딱히 없는 거야. 그리고 걔가 뭐 받고 싶 은 선물의 그런 리스트 같은 거 있었지 않냐. 거기다가 무드등 이런 것도 적어 놓고 책 세트 이런 것도 해놓고 약간 감성적인 거 그런 선물 되게 많이 받고 싶어 하는 거 같기도 하고 근데 은 약간 모르 겠음. 무슨 선물을 줘야 할지 확신이 안 서. 폰케이스 같은 것도 고민스 해 봤잖아. 찾아보니까 직접 만들어서 줄 ,Fraud,Normal
5430,Normal,어~ 지금 보시는 드라마 있어요? 네. 저는 청춘기록이라는 드라마를 보고 있는데요. 아마 방영이 끝났을 건데 저는 뒤늦게 알게 돼가지고 1화부터 천천히 넷플릭스를 보면서 지금 한 8화 정도밖에 안 됐거든요. 거기 보면서 뭐 박보검이 원래 멋있다고는 생각을 했는데 그 드라마 보면서 더 멋있다고 생각을 했고 또 거기에서 나오는 집들이 엄청 으리으리하잖아요. 그런 거 보면서 어~ 저런 집이 진짜 존재하는구나라는 생각도 많이 했던 거 같아요. 혹시 좋아하시는 드라마나 보시는 드라마 있으세요? 저는 저도 넷플릭스 좋아하는데 저는 지금 스타트업 드라마 보고 있어요. 근데 제가 청춘기록 드라마 줄거리를 대충은 알거든요. 그~ 박보검이 스타가 되나요? 잘나가는 연예인이 되나요? 음~ 지금 제가 봤던 데까지는 됐어요. 됐는,Fraud,Normal
5431,Fraud,"This is an important call regarding a legal enforcement action being executed under your name for suspicious fraudulent activities carried out using your identity. The court has issued a suspension notice along with a warrant against your name. Ignoring this message will be an intentional second attempt to avoid initial appearance before a magistrate, judge or grand jury for a federal criminal off",Fraud,Fraud
5432,Fraud,"[NAME], your attention is needed. This is [NAME] from Liberty Partners, and I've got great news for you. Right now, you can claim up to $30,000 in approved relief funds to use however you need, bills, emergencies, or personal expenses. But listen closely. This program won't be around much longer, and with a new administration taking office soon, major changes are expected, so programs like this ma",Fraud,Fraud
5433,Fraud,and you have been qualified to drop down your interest rate below 6% on your credit card. Please press 1 to speak with a live operator and get the confirmation code.,Normal,Fraud
5434,Normal,최근에 한 아르바이트가 있나요? 제가 가장 최근에 한 아르바이트는 피자헛에서 한 아르바이트입니다. 최근에 하신 아르바이트가 혹시 있나요? 제가 최근에 한 아르바이트는 광화문역에 있는 서울 포시즌스 호텔에서 일을 했는데 거기서 홀서빙 아르바이트를 하면서 어~ 손님분들께 음식을 나르고 연회장을 정리하고 세팅하는 일을 하고 있습니다. 가장 처음 한 아르바이트는 무엇인가요? 제가 가장 처음에 한 아르바이트는 고등학교 1학년 때 친구에게 소개로 받은 이마트 속에 있는 화장품 가게 알바였습니다. 집과는 한 시간 거리여서 많이 멀긴 했지만 그때 당시 고등학생 나이로 할 수 있덧 할 수 있었던 알바가 얼마 없었고 친구 소개로 받은 거라서 일단 한번 나가보자라는 생각으로 알바를 그때 처음 시작했습니다. 거기 화장품 알바를 ,Fraud,Normal
5435,Normal,caller: [noise] agent: hello this is harper valley national bank my name is linda how can i help you today caller: hi my name is patricia jones [noise] what are the local branch hours agent: the branch hours are nine thirty a m to five p m caller: [noise] caller: thank you agent: was there anything else i can help you with caller: no that'll be all agent: thank you for calling have a great day cal,Fraud,Normal
5436,Normal,agent: hello this is harper valley national bank my name is james caller: [noise] agent: how can i help you today caller: [noise] caller: oh hi my name is david david caller: uh what are your local branch hours agent: the branch hours are nine thirty a m agent: to five o'clock p m caller: okay caller: thanks agent: is there anything else i can help you with caller: uh no that's all i need for toda,Fraud,Normal
5437,Fraud,"Amanda Barnes and the purpose of the call we are trying to reach you to let you know that your social security number has been used for some kind of fraudulent activities in the south border of Texas, so please in order go ahead get more information. To speak with Officer Press 1. I repeat Press 1. Thank you and have a great day.",Fraud,Fraud
5438,Fraud,"Dear customer, you have a pre-qualified loan offer from LendingPlate. Press 1 to get the link on your WhatsApp and message.",Normal,Fraud
5439,Normal,저는 딸들이랑 오사카에 갔다 온 적이 있거든요. 몇 년 전에 그때 갔을 땐 되게 더웠어요. 너무 더워서 아 다시는 여름에 여행하지 말아야지 이 생각을 했는데 시간이 지나고 지금 생각해보면 힘들었던 여행이 더 기억에 남더라고요.  씨는 여행해본 것 중에 가장 기억에 남는 장면이나 그런 게 있어요? 저는 열 살 때 혼자서 캐나다를 다녀온 적이 있어요. 그거는 가족이랑 처음 떨어져서 간 여행이지만 그래도 다른 친구들이나 그런 가 그런 업체를 통해서 같이 간 거여서 어~ 그런 여행이긴 했는데 어학 연수라는 태그를 달고 갔단 말이에요. 그래서 어~ 영어도 공부하고 여행도 다니고 하면서 그랬 막 놀기도 놀 많이 놀았고 여행도 다니고 여 영어 공부도 물론 많이 하고 그래서 그 기억이 가장 남는 거 같아요. 어~ 혹시 오,Fraud,Normal
5440,Normal,agent: hello this is harper valley national bank my name is john how can i help you today caller: hi caller: my name is glenda rodriguez um i need to check my account balance agent: which account would you like to check caller: my savings account agent: savings accounts agent: um your savings account balance is eighty six dollars agent: is there anything else i can help you with caller: no that'll,Fraud,Normal
5441,Fraud,"Hello, this is Business Outreach Group. We've been trying to reach you about your Google Business listing. Our records indicate that your listing is not properly verified or optimized online. This can prevent customers from finding your business when searching for your services. To address this immediately, press 0. This will only take a few minutes. Press 9 or call 959-262-8948 to opt out.",Fraud,Fraud
5442,Normal,agent: hello this is harper valley national bank caller: [noise] agent: my name is linda agent: how can i help you today agent: [noise] caller: hi linda my name is robert miller i was wondering what your local branch hours are agent: branch hours are nine thirty a m to five p m caller: wonderful caller: okay well thank you for your help that's all i needed agent: [noise] agent: thank you for calli,Fraud,Normal
5443,Normal,네.  님 결혼을 혹시 하셨다면 언제 하셨고 결혼 스토리를 쪼끔 말씀해주실 수 있나요? 네. 어~ 저는 2010년도에 고등학교 친구의 소개로 해서 소개팅으로 어~ 저희 남편을 알게 됐고요. 그리고 2년 6개월 정도 연애를 하고 그러고 남편이랑 결혼을 하자 해서 서로 합의를보고 13년 4월 14일날 결혼을 하게 됐습니다. 그리고 신혼여행은 어~ 코사무이로 가서 정말 행복한 시간을 보냈던 기억이 있고요. 그러고 둘이선 이제 아이는 급하게 갖지 말자고 합의를 하고 둘이서 알콩달콩 재밌게 신혼 생활을 해왔었고요. 그리고 아기를 인제 자연스럽게 가지려고 했는데 그게 잘 안 돼서 어~ 시험관 시술까지 하게 됐었고 그렇게 해서 한 번만에 16년 11월달에 임신을 하게 되었습니다. 제가 몸이 좀 약한 편이어가지고 어른들이,Fraud,Normal
5444,Normal,어~ 지금 우리나라나 해외에 스포츠 장나가 장르가 되게 다양하게 있는데 저는 그 중에서 배구나 이렇게 이제 고 실내 운동경기를 되게 좋아하거든요. 혹시 그거에 대해서 어떤 장르를 좋아하시는 저 같은 경우는 어~ 배 물론 학교에서 배구부가 있어서 배구도 하지만 저는 주로 야외 스포츠 축구를 좋아하고 주로 축구 를 매주하고 있어요. 지금도 코로나긴 한데 사람들 모여서 하는 게 아니고 개인 운동으로 하고 있고 어~ 중학교 때까지 현역 여기 선수였고 축구선수였고 현 지금은 잠 부상으로 1년 쉬었다가 어~ 다시 하고 싶어서 해외에 가서 팀 알아봐 갖고 지금 다시 하고 있고 어~ 저는 실내 스포츠 좋아하신다 했는데 저는 실외 스포츠는 어떤 거 좋아하시고 또 실내랑 실외 둘 중에 하나를 굳이 고르라고 하시면 어떤 스포츠,Fraud,Normal
5445,Normal,중3 때 졸업 여행 갔었잖아. 막 그때 근데 되게 말 많지 않았어? 그~ 막 애들끼리 막 조 같은 거 짜기도 하고 그때 되게 신나가지고 했었는데 너는 그때 가면 뭘 제일 먼저 하고 싶 어? 그때 싸웠었으니까 최대한 의견 맞춰서 그~ 너무 막 그~ 일방 일방 틀에 갇힌 것처럼 갓 무조건 다 같이 말고 따로따로 이런 조를 나눠도 뭐 놀이공 그때 수 에버랜드를 갔었으니까 어~ 뭐 그때 가서도 그랬었긴 한데 무서운 거 탈 수 있는 애들은 같이 들어가서 뭐 사진은 같이 찍 찍 찍고 무서운 거 좋아하는 애들은 잘 타는 애들은 같이 타고 또 막 무서운 거 못 고소공포증이 심한 애들은 안 타고 나눠서 했다가 또다시 모여서 사진 찍고 그랬으면 좋았을 거 같은데 요즘 생각하는 게 그래도 이랑 그렇게 안 좋은 그런 게 갑자기 ,Fraud,Normal
5446,Normal,저는 어~ 일단 집에서 딸이 혼자라서 사실 아르바이트 하는 데 있어서 제약이 많았어요. 제가 이제 아르바이트를 면접을 보고 합격을 해도 아버지께서 반대를 하셔서 하루 만에 그만둔 적도 많고 한데 혹시 알바를 많이 해 보셨을까요? 네. 저는 누가 그렇게 물어봤을 때도 당당하게 정말 많이 해봤다라고 얘기를 할 수가 있는 입장이고 지금은 이제 직장인으로서 이 회사에서 일을 하고 있는데 어~ 지금도 뭔가 이렇게 오프라인 활동은 제가 근무시간이 일정하지 않다 보니까 쪼끔 제약이 있어서 저도 일 욕심에 대한 게 좀 많이 있는 편인데 그러기 때문에 이렇게 일하면서도 병행할 수 있는 뭔가 온라인으로써 할 수 있는 일들이 없을까 요런 것들에 대해서 제가 굉장히 고민을 많이 하고 어~ 그렇게 노력을 하고 찾아서 하는 편이고 ,Fraud,Normal
5447,Normal,agent: hello thank you for calling harper valley national bank my name is patricia how can i help you today caller: hi my name is james johnson i need to check my account balance agent: which account would you like to check caller: uh i would like to check my savings account agent: [noise] agent: [noise] agent: your savings account balance is a hundred and thirty dollars agent: is there anything e,Fraud,Normal
5448,Fraud,"문자 같은게 많이 부천 들렀다 하든지 혹시 그런 적 있으세요? 그러시면 최근 1년 사이에 신분증이나 지갑 여권, 통장등록, 진실한 정은이.   홍성현 계시면 2015년 4월 9일 목요일입니다. 혹시 영등포구 문래동 각시 당산동에 다녀 오신 적이 한 번도 안 갔는데.   저한테 이걸 여쭤보는 이유는요? 저희 팀에서 지난 2015년 4월 27일 금요일입니다. 제보를 받고 출동으로 해서 서방님 금융사기단 김영태 완전 공범 일부러 그런 거를 했습니다. 근데 그건 그 현장에서 그 명의로 된 농협 통장 장부 정리 발리에 대해서 악수를 근데 그 앞산 통장속에 불법도박 자금이 들어 있어서 일단 의사와는 상관없이 범죄현장에서 배경이 된 거기 때문에 제가 즉시 동결처리 G2 통장에 대해서 아는 분 있으신가요? 저희가 통장을 ",Fraud,Fraud
5449,Normal,혹시 회사 나 이제 일 하시면서 어떤 일을 하시는지 설명해 주실 수 있나요? 저 같은 경우에는 인제 여행업을 한 20년 정도 했었는데 요즘 코로나 때문에 이런 경험은 처음인 거 같아요. 한 번도 전 세계적으로 이렇게 항공기가 서로 제약을 받고 뜨지를 못하고 이런 경험은 20년 동안 한 번도 있지를 않았기 때문에 사실은 많이 좀 당황스럽기도 하고 힘들기도 한데 사실은 여행업을 하면서 그동안 해외여행이 많이 활성화되고 이제 단체 여행보다 이제 자유 여행이 많이 활성화되다 보니까 그동안 많은 사람들 저를 비롯한 많은 사람들이 이제 한국에 있는 것보다 해외에 나가서 견문을 많이 넓히고 그런 게 좀 많았던 시대인 것 같아요. 어떻게 여행 많이 좋아하세요? 어~ 저는 이제 사실 여행을 그다지 선호하는 편은 아니었는데 ,Fraud,Normal
5450,Normal,선생님께서는 어떤 스포츠나 레저 활동을 여가 시간에 즐기나요? 저는 사실 스포츠를 좋아하진 않는데요. 제가 몸이 좀 아프고 난 이후 후부터는 운동을 이제 일부러 하게 됐어요. 근데 최근에 어~ 시간이 나면 트레킹을 가거나 등산을 가거나 그고 한 3주 전부터는 피티를 시작했거든요. 헬스를 열심히 지금 하고 있는 중이에요. 그러면 선생님은 뭐 달리 운동하시는 거 있으 있는지요? 저는 따로 헬스장이나 피티 이런 운동은 어~ 시간적으로 여건적으로 안 돼서 하지는 않고요. 개인적으로 학교 운동장 을 걷거나 뛰고 있습니다. 어~ 저녁 시간에 퇴근하고 나서 이렇게 어~ 학교 운동장을 가보면 사람들이 되게 많이 있거든요. 동네 주민들이 같이 어~ 운동장을 돌고 아이들도 오고 강아지 데리고 와서 산책하고 있는 사람도 있기 ,Fraud,Normal
5451,Fraud,여보세요 여보세요 안 드십니까 아네 저는 서울중앙지검에 생각합니다. 통화 가능 하십니까 뭐 안에 그거까지 문희상 때문에 연락을 드렸던 거고요 선생님 혹시 김용술 하는 사람 알고 계십니까? 그냥 모르는 사람 있고요 다름이 아니고 2월 15일자로 해서 내가 용인에 김용수 일단 여섯 명이 금융범죄 살리실산을 광고를 현장에서 대량의 대포통장 하고 어떻게 지내 잘 서울중앙지방검찰청 김용 범죄수사학과에 수사관입니다. 하시는 분이에요.  내가 이거 다시 레시피 이거 내가 이거 내용이 사건을 드릴게요.,Fraud,Fraud
5452,Normal,agent: hello this is harper valley national bank agent: my name is michael agent: how can i help you today caller: well good evening michael my name is linda johnson and i would like <unk> schedule an appointment please agent: what day would you like for your appointment caller: um sunday agent: what time would you like for your appointment caller: uh if i could uh at noon time at twelve p m agent,Fraud,Normal
5453,Normal,agent: hello this is harper valley national bank my name is jennifer how can i help you today caller: hi my name is john garcia i would like to reset my password agent: [noise] agent: [noise] caller: [noise] agent: what is your phone number caller: my phone number is eight four one caller: two eight six caller: five seven two nine agent: [unintelligible] agent: two eight six five seven two nine ca,Fraud,Normal
5454,Normal,caller: hello agent: hello this is harper valley national bank my name is jennifer how can i help you today caller: hi my name is elizabeth johnson and i need to check my account balance agent: which account would you like to check caller: my savings account agent: your savings account balance is ninety five dollars is there anything else i can help you with caller: no that's it thank you agent: t,Fraud,Normal
5455,Fraud,"Participant ID#71 [0:00]	 [Phone dial tone—censored dialing sound—calling sound] Victim:	[0:25] Hello. Attacker:	[0:25] Hello? Hi, I’m Jim from UCI Transportation Services, am I speaking to [Censored]? Victim:	[0:32] Yes.        	 Attacker: 	[0:32] Okay, thanks. Uhm, at this point, your citation is overdue by three months.  Victim:	[0:38] My citation? Attacker:	[0:39] Yeah. Victim:	[0:40] For what",Fraud,Fraud
5456,Fraud,"이러면 기모처리가 태어난 곳은 전라도 광주 올해로 40대 남성이 농협은행 20년 정도 근무를 했던 사람인데 엄마 전혀 모르시는 분 맞습니까? 왜냐면 얼마 전에 지금 검찰에서 그 김호철 주범으로 하는 금융범죄에 사기 오전 일곱 명 거를 했어요이 사람들은 광고를 하고 사무실 안 했는데 그 사무실에서 압수된 품목들이 대포통장 하고 복제된 신용 카드 보안 카드. 그다음에 위조된 신분증이랑 호텔 가수 천장 압수를 했고, 그 압수된 물품들 하는 과정에서 지금 제 명의로 된 농협은행 하고 하나은행 계좌 바둑의 발견되기 때문에 본인한테 사실관계 확인하기 위해서 전화 좀 드린 건데요. 저녁 금융기관의 확인해 보니까 보낸게 맞는데 이게 자들이 저희가 조회를 해 보니까 만들어진 시점이 2016년 5월 17일 날 미나리 평일이고",Fraud,Fraud
5457,Normal,내 약국을 하니까 폐지가 굉장히 많이 나오는데 정말 많이 나오는 편이야. 상자 아우 이렇게 막 쌓여있고 플라스틱 이제 그 다 모아놓고 병이 약병이 다 플라스틱으로 돼 있기 때문에. 내가 인제 오랫동안 인제 약국을 해서 예전에는 서로 서로 가져가겠다고 많이 했었거등. 근데 요즘에는 조금 인제 안 오긴 하는데 나이 드신 분이나 혼자 계시는 분들 진짜 이걸 팔아서 돈 이것만 팔아서 돈을 하시겠다 그런 분들은 많아서 모아놓기도 해. 뭐 그분들 그냥 따로 이분용으로 모아놓기도 했고. 이제 아니 아니게 인제 둔 것도 있 있고 그러는데 예전 기사에서 그 폐지 줌 줍다가 폐지 줍고 그담에 리어카 뭐 그런 걸로 뭐 이렇게 가지고 가다가 아우딘가 뭐 외제차하고 저기 접촉사고가 났는데 그 사람이 아우디 그 사람이 뭐 아무것도 ,Fraud,Normal
5458,Normal,agent: [noise] hello this is harper valley national bank my name is elizabeth how can i help you today caller: uh well uh good evening elizabeth uh my name is robert rodriguez and uh i would like to uh uh order a new checkbook agent: [noise] agent: what is your address caller: uh my address is uh three fifty nine caller: first street agent: [noise] agent: [noise] caller: and that's in caller: fore,Fraud,Normal
5459,Normal,씨 저는 성격이 약간 소심한 편이기도 한 소심한 편인데요. 그렇기 때문에 이렇게 매사에 조심성도 많고 또는 생각이 굉장히 많을 때가 있습니다. 그런 거에 비해서 같이 지내는  씨는 저랑 성격이 정 반대인 것 같은 데요. 한 번  씨의 성격에 대해서 한 번 이야기해 주시겠어요? 저의 성격은 낙천적 이며 음~ 쾌활하고 또 한편으로는 반대적인 성격. 그러니깐 조금 정적인 조용한 것 것도 좋아하는 성격입니다. 물론 말도 많이 할 때는 많이 하지만 안 할 때는 거의 안 하는 성격이죠. 우리에게는 어~ 여러 가지 성격들이 있지마는 모든 사람들이 여러 가지 성격을 다 가지고 있다고 생각을 합니다. 나는 이 성격이야 뭐 이렇게 정하 정하는 것보다는 우리의 감정이라든가 이런 생활환경으로 인해가지고 우리는 모든 성격을 다 가,Fraud,Normal
5460,Fraud,"[NAME], your attention is needed. Start 2026 with going back to school. I'm calling because you were personally referred to our program by a friend of yours who already collected $7,395 in grants. My name is [NAME] from ITUni. Because of this personal referral, your educational support account has been prepared and you could be personally granted the same amount, $7,395 in educational support fund",Fraud,Fraud
5461,Fraud,"Participant ID# 28 [0:00]	 [phone dial tone—censored dialing sound—calling sound] Victim and Attacker:	[0:31] Hello? Attacker:	[0:32] Hello? Victim:		[0:34] Hello? Attacker:	[0:35] Hi, I’m Jim from the UCI Registrar’s office, and I have a couple of questions about your course registration. Am I speaking to [censored]?  Victim:	[0:44] Uh, [censored]. Attacker: 	[0:46] Yeah, [censored], sorry about ",Fraud,Fraud
5462,Normal,최근에 가보셨던 여행지가 어디세요? 예. 저는 최근에 제주도를 다녀왔어요. 어~ 제주도 여행을 했는데 워낙 자주 가던 곳이기도 했지만 친구가 제주도에서 살고 있어서 친구 초대로 친구 둘과 같이 다녀왔거든요. 너무 즐겁고 좋았고요. 제주도가 요즘 사람도 많지만 또 남들이 많이 찾지 않는 그런 명소들이나 한적한 곳이 있어서 너무 재미있게 잘 다녀왔거든요. 그래서 지금 많이 밖으로 못 나가시기 때문에 제가 어디 가고 싶으세요 하면은 국내에도 워낙 갈 곳이 많지만 제주도 저 참 추천해드리고 싶어요. 어~ 제주도는 가보신 적이 있으세요? 어~ 초등학교 6학년 때 수학여행으로 한 번 가봤고 중학교 때 중학교랑 고등학교 때 각각 수학여행으로 가보고 가족 여행으로도 한 번 가봤는데 이상하게 갈 때마다 비가 와가지고 일정이,Fraud,Normal
5463,Fraud,Your social security number has been used for some kind of fraudulent activities in the south border of Texas. So please in order go ahead get more information. To speak with officer press 1. I repeat press 1. Thank you and have a great day.,Normal,Fraud
5464,Normal,agent: hello this is harper valley national bank my name is james how can i help you today caller: hi my name is james rodriguez caller: what are the local branch hours agent: [noise] the branch hours are nine thirty a m to five p m is there anything else i can help you with caller: no agent: thank you for calling have a great day agent: [noise],Fraud,Normal
5465,Fraud,"important message regarding your Google business account. Our system shows a new search for your business via Google, and Google Voice clients are currently having trouble finding you. Press zero to speak with an agent immediately and verify your Google listings. Again, your business is not showing correctly on Google and Google Voice search. Press zero to speak to an agent, press nine to opt out,",Fraud,Fraud
5466,Fraud,"네 뭐라고요?아 본인 명의로 사건 관련해가지고 몇가지 확인 차 연락을 드렸어요네그 (삐-) 본인 맞아요?네아 본인 맞고, 그 간단하게 몇가지만 여쭤봐도 될까요네아 그 본인께서 혹시 김희철이라는 사람 알고계신가요누구요?김희철이요아니요전혀 모르시는 분인가요네 모르는데요그리고 이 사람이 38세 남성이고 전직 농협 직원이었거든요 뭐 들어본 적이나 그런 거 없어요?네 없어요어 일단 알겠습니다서울지검 성함이 누구라고 하셨죠?이재홍 수사관입니다이종수 차장이요?예 예서울지검어디세요첨단 범죄 수사 2부입니다예?첨단범죄수사 2부에 이경호요이경호요?예 예이종수 차장이라고 하시지 않았나요뭐라고요이종수 차장이라고 하시지 않았나요이경호 계장입니다이경호 계장님이요. 예 알겠습니다예",Fraud,Fraud
5467,Normal,agent: hello this is harper valley national bank my name is robert agent: how can i help you today caller: i would like to transfer money between my accounts agent: okay caller: oh i'm sorry yeah by the way my name is david johnson caller: [noise] agent: okay agent: you said you want to transfer money caller: yes from my savings account to my checking account agent: okay what is the transfer amoun,Fraud,Normal
5468,Normal,agent: hello this is harper valley national bank my name is robert agent: how can i help you today caller: hi my name is mary williams what are the local branch hours agent: the branch hours are from nine thirty a m to five o'clock p m caller: [noise] agent: is there anything else i can help you with caller: no that's it thank you agent: yep thank you for calling have a great day caller: you <unk>,Fraud,Normal
5469,Normal,agent: hello this is harper valley national bank my name is david how can i help you today caller: hi my name is james williams and i lost my credit card and was wondering if you'd be able to send me a new one agent: okay i've ordered your replacement credit card agent: is there anything else i can help you with caller: no that's all thank you so much agent: thank you for calling have a great day ,Fraud,Normal
5470,Fraud,"You have an automatic utility outage within the next 30 to 45 minutes due to past due balance on your account. If you find this to be an error or would like to stop the interruption, please press 1 to speak with the billing department. Otherwise, please press 2 to speak with the disconnection department. Thank you for choosing our services.",Fraud,Fraud
5471,Normal,그 뉴스 봤어? 우리나라 쇼트랙이 세제 세계 최강이잖아. 특히 그중에서도 여자 쇼트랙은 세계 최강인데 올림픽에서 얘네들이 하다가 계주를 하다가 넘어졌잖아. 넘어져가지고 나도 솔직히 그때 봤거든. 티브이로 보면서 아~ 이번엔 안 되겠다 그 생각을 하고 봤는데 오 그다음 주자가 달리는 거야. 달리더니 따라잡기 시작하대. 그러면서 오 아나운서하고 스포츠 해설가들이 난리가 났잖아. 박수 치면서 보면서 나도 같이 박수를 쳤지. 치는데 따라잡는 거야. 따라잡혀서 캐나다 팀을 이기고 들어와서 우리가 진출을 했잖아. 그걸 보면서 와 대단하다 넘어져도 되는구나 왜냐면 우리가 그~ 스케이팅이라는 거는 초 시 다툼이잖아. 시간 다툼인데 아마 대부분 사람들은 넘어지면 아이 그래 포기다 이거는 그냥 올해는 아닌가 보다 하는데 포기,Fraud,Normal
5472,Fraud,대환 조건인데 알고 계시죠? 조건 높은 금리를 가지고 사용하는 것처럼 해서 저희가 당신만 기상 한지도 빌려서 24시간이 회로상 아침에 들어갈 거예요. 그래서 조금 맞으신 다음에 저희 쪽 풀어 드리겠다는 겁니다. 모아저축은행 이쪽에서는 그냥 받으세요. 그냥 많이 받아 보시면 공인 유리 하시거든요. 담당자가 최종희 드린 거예요.,Normal,Fraud
5473,Fraud,아니세요 동결처리 시켰다고 말씀드렸잖아요 은행에서 확인불가능 보고 있습니다. 저희 검찰청으로 얘기해보니 내방 하셔야지만 은행에서 금융감독원 제일 중입니다. 보이지 않아 지피 그거 내 거는 관리감독하는 그 기간이 그 기간 이제 금융감독원입니다. 중인데 어떻게 해서 때문에 돈 결제를 했다는 뜻을 모르겠어 내가 하는 부분이 그죠. 예 가시나요? 제가 말씀을 드렸는데 그 은행에서 안 팔려 가는 걸로 제가 확인하셨습니다. 저 때문에 이런 부분이 있기 때문에 그런 부분이 있고요. 진하게 해서 보내기 동의를 받고 진행을 해야 하는데이 부분에 제가 드릴테니까 보니 잘 이해하시고 제가 넣어 주세요. 본인이 직접 개설해서 사용하고 계시는 금융권이 왜 다른 통장에 저희에게 달걀을 10시 김동일 장애인 불법 통장으로 관조하고. ,Fraud,Fraud
5474,Normal,씨는 반려동물 어~ 좋 뭐 어떤 동물 좋아하세요? 저는 고양이를 정말 좋아하는데요. 정말 사랑할 정도로 진짜 유튜브 보면 항상 고양이 채널이 한 열 개 넘게 구독돼 있을 정도로 고양이를 정말 좋아하는데 왜 좋아하냐면 약간 저는 고양이 강아지를 키워 본 적이 없어요. 근데 뭐 다른 동물들은 키워봤는데 유일하게 그 두 가지는 안 키워봤는데 그러다 보니까 약간 로망 같은 게 좀 있어서 좀 더 이렇게 그런 제가 키워 보지 못한 동물을 키워 보고 싶다는 욕구도 있고 그리고 고양이가 생각보다 되게 조용한 편이고 이게 강아지는 좀 이렇게 잘 짖잖아요. 근데 그 짖는 소리가 데시벨이 좀 이렇게 크다 크기 때문에 좀 개인적으로 놀러 갔을 때나 이제 다른 친구들 키우는 걸 봤을 때는 좀 불편하더라고요. 그 소리 같은 게 그리,Fraud,Normal
