pair_id,label,source,original_id,conversation_length_words,length_difference_words,text
96,nonscam,technical_support_json,technical_support_96,115,6,"I need support. Laptop battery not charging and it's causing me a lot of stress. Hi! That sounds frustrating. Can you tell me more about when laptop battery not charging began? About a week ago. I thought it would fix itself but it didn't. Got it. Have you tried restarting the device completely? Multiple restarts — still the same issue. Let me check from my end. Can you provide your device model? I checked and the drivers seem outdated. Yes, please install the update and restart once complete. Update installed and restarted. It seems to be working now! Wonderful! Don't hesitate to contact us again if needed. Nope, I'm good now. Great support, thank you!"
96,scam,youtube_scambait,168,121,6,hello her majesty revenue and customs this call is to inform you that there is a tax fraud case registered under your name yes you have to press one to get connected to the officer of hmrc yeah if in case you don't press one and your call is not connected to us then the warrant will be issued under your name straight away and you will get arrested shortly your call is very important to us please stay on the line you'll be transferred to the next available agent thank you for calling in a hmrc you're speaking with officer how can i help you hello officer i'm officer from irs how can i help you okay thank you yes
97,nonscam,technical_support_json,technical_support_97,115,35,"Hi, my webcam not working and I have no idea what to do. Good day! I'm here to help. Let's start — when did you first notice webcam not working? Since this morning. It was fine yesterday. Thank you. Can you try clearing the cache and restarting the application? Yes, I restarted multiple times. Same problem. Let's go further. Can you check for any pending system updates? I ran the diagnostic and it says 'driver error detected'. Perfect. I'll push a driver update remotely — give me a moment. Update installed and restarted. It seems to be working now! Great news! Feel free to reach out if the issue returns. That's all. Thanks a lot!"
97,scam,youtube_scambait,161,150,35,okay so do you have any criminal lawyer who can represent you inside the courthouse no i don't can you guys do that for me okay so let me explain about your case but i go i need it's my job to notify you these lines are recorded and monitored by hmrc okay that's good to know okay sir yeah that's yeah that's fine okay sir so now first of all i would like to grab a piece of paper and then to write down some import important information about your case okay yeah that sounds good to me all right one second i'm just gonna get a piece of paper and a pen one minute okay sir okay take your time hello are you still there hello yeah i've got i've got a piece of paper and a pen though okay please write down my name my name is
98,nonscam,technical_support_json,technical_support_98,112,5,"I need support. Usb port not working and it's causing me a lot of stress. Thanks for reaching out. I'll help you sort out USB port not working. How long has this been happening? It happened after I restarted my computer. Thank you. Can you try clearing the cache and restarting the application? Yes, I restarted multiple times. Same problem. Let's go further. Can you check for any pending system updates? Settings show version 3.1.2. Is that the latest? Perfect. I'll push a driver update remotely — give me a moment. It's working perfectly now. Thank you! Wonderful! Don't hesitate to contact us again if needed. All good! Really appreciate your help."
98,scam,youtube_scambait,84,117,5,thank you for calling support how can i help hi i'm having a weird issue with my computer i was in my facebook and a pop up popped up and said i had to call you because my computer has been blocked okay ma'am because when you were on facebook over there you clicked on infected link or any ad that's why trojans infections they transferred in your computer okay so what do i do so now i so now i have to give you instructions which you have to follow so that i can able to find out what exactly happened wrong in your computer and tell you how we're gonna fix it and how much
99,nonscam,technical_support_json,technical_support_99,106,22,"Good morning. I'm really struggling because monitor flickering. Good day! I'm here to help. Let's start — when did you first notice monitor flickering? It happened after I restarted my computer. Got it. Have you tried restarting the device completely? Yes, still happening after the restart. Alright. Let's try running the built-in diagnostic tool. I ran the diagnostic and it says 'driver error detected'. That driver error is the culprit. I'll guide you to reinstall it now. I followed the steps and everything is back to normal. Great news! Feel free to reach out if the issue returns. Nope, I'm good now. Great support, thank you!"
99,scam,youtube_scambait,67,84,22,thank you for calling support you are talking to how may i help you where are you from ma'am i'm from microsoft my name is okay but what country are you from microsoft microsoft windows support ma'am country there's no there's no country by the name of microsoft seattle washington we have a headquarters here in seattle washington ma'am but what country are you from you're not english no no english ma'am i m born here in washington i'm born here in seattle washington
100,nonscam,technical_support_json,technical_support_100,104,24,"Hi, my blue screen of death and I have no idea what to do. Hello! I'm sorry to hear that. Let's fix this together. When did blue screen of death start? It happened after I restarted my computer. Got it. Have you tried restarting the device completely? Yes, still happening after the restart. Okay. Please navigate to Settings and check the device drivers. Settings show version 3.1.2. Is that the latest? Yes, please install the update and restart once complete. Fixed! I can't believe it was that simple. Perfect. The problem is resolved. Have a great day! No, that's everything. Thank you so much!"
100,scam,youtube_scambait,50,80,24,thank you for calling my phone support this is how can i help you i want to have you help me change my birth date on my microsoft account can you do that right sir i will definitely help you out with that before i go ahead any further may i have your first and last name all right thank you and your email address please okay thank you and in case the line got disconnected with the right number
